candidate_id,outer_fold,source_fold,run_id,selected_sample_foot_count,normal_count,early_count,wrong_foot_count,bilateral_ambiguous_count,evaluated_fold_used,multiplier
R1_seed_202608231,2,1,positive_0p20_right_early_loading_v1_M1,145,64,0,17,64,False,4.0
R1_seed_202608231,2,1,control_0p20_right_early_loading_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608231,2,0,control_0p20_right_mid_loading_early_stance_v0_M1,128,64,0,0,64,False,4.0
R1_seed_202608231,2,1,positive_0p20_right_mid_loading_early_stance_v1_M1,160,64,32,0,64,False,4.0
R1_seed_202608231,2,1,control_0p20_right_mid_loading_early_stance_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608231,2,0,control_0p20_right_mid_late_stance_v0_M1,128,64,0,0,64,False,4.0
R1_seed_202608231,2,1,positive_0p20_right_mid_late_stance_v1_M1,160,64,32,0,64,False,4.0
R1_seed_202608231,2,1,control_0p20_right_mid_late_stance_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608231,2,0,supplemental_positive_v8_l00,160,64,32,0,64,False,4.0
R1_seed_202608231,2,0,supplemental_control_v8_l00,128,64,0,0,64,False,4.0
R1_seed_202608231,2,1,supplemental_positive_v8_l01,160,64,32,0,64,False,4.0
R1_seed_202608231,2,1,supplemental_control_v8_l01,128,64,0,0,64,False,4.0
R1_seed_202608231,2,0,supplemental_positive_v8_l03,160,64,32,0,64,False,4.0
R1_seed_202608231,2,0,supplemental_control_v8_l03,128,64,0,0,64,False,4.0
R1_seed_202608231,2,1,supplemental_control_v8_l04,128,64,0,0,64,False,4.0
R1_seed_202608231,2,0,supplemental_positive_v8_l06,160,64,32,0,64,False,4.0
R1_seed_202608231,2,0,supplemental_control_v8_l06,128,64,0,0,64,False,4.0
R1_seed_202608231,2,1,supplemental_control_v8_l07,128,64,0,0,64,False,4.0
R1_seed_202608231,2,0,supplemental_positive_v8_l09,160,64,32,0,64,False,4.0
R1_seed_202608231,2,0,supplemental_control_v8_l09,128,64,0,0,64,False,4.0
R1_seed_202608231,2,1,supplemental_control_v8_l10,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,marble_native_0p10_v01,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,concrete_native_0p10_v01,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_hardened_0p10_v01,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,ice_native_0p10_v01,130,64,32,32,2,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_1of3_0p10_v01,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_2of3_0p10_v01,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v01,192,64,32,32,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v01,190,64,32,30,64,False,4.0
R1_seed_202608232,0,1,marble_native_0p15_v01,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,concrete_native_0p15_v01,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_hardened_0p15_v01,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,ice_native_0p15_v01,178,64,46,64,4,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_1of3_0p15_v01,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_2of3_0p15_v01,192,64,32,32,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_3of4_stronger_v2_0p15_v01,214,64,32,54,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_5of6_stronger_v2_0p15_v01,195,64,32,35,64,False,4.0
R1_seed_202608232,0,1,marble_native_0p20_v01,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,concrete_native_0p20_v01,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_hardened_0p20_v01,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,ice_native_0p20_v01,203,64,43,32,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_1of3_0p20_v01,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_2of3_0p20_v01,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_3of4_stronger_v2_0p20_v01,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_5of6_stronger_v2_0p20_v01,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,marble_native_0p10_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,concrete_native_0p10_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,sand_hardened_0p10_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,ice_native_0p10_v02,181,64,64,47,6,False,4.0
R1_seed_202608232,0,2,sand_solref_interpolation_1of3_0p10_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,sand_solref_interpolation_2of3_0p10_v02,224,64,64,32,64,False,4.0
R1_seed_202608232,0,2,sand_solref_interpolation_3of4_stronger_v2_0p10_v02,192,64,32,32,64,False,4.0
R1_seed_202608232,0,2,sand_solref_interpolation_5of6_stronger_v2_0p10_v02,192,64,32,32,64,False,4.0
R1_seed_202608232,0,2,marble_native_0p15_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,concrete_native_0p15_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,sand_hardened_0p15_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,ice_native_0p15_v02,210,64,50,32,64,False,4.0
R1_seed_202608232,0,2,sand_solref_interpolation_1of3_0p15_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,sand_solref_interpolation_2of3_0p15_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,sand_solref_interpolation_3of4_stronger_v2_0p15_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,sand_solref_interpolation_5of6_stronger_v2_0p15_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,marble_native_0p20_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,concrete_native_0p20_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,sand_hardened_0p20_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,ice_native_0p20_v02,171,64,11,32,64,False,4.0
R1_seed_202608232,0,2,sand_solref_interpolation_1of3_0p20_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,sand_solref_interpolation_2of3_0p20_v02,174,64,32,14,64,False,4.0
R1_seed_202608232,0,2,sand_solref_interpolation_3of4_stronger_v2_0p20_v02,192,64,32,32,64,False,4.0
R1_seed_202608232,0,2,sand_solref_interpolation_5of6_stronger_v2_0p20_v02,192,64,32,32,64,False,4.0
R1_seed_202608232,0,1,marble_native_0p10_v04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,concrete_native_0p10_v04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_hardened_0p10_v04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,ice_native_0p10_v04,202,64,64,64,10,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_1of3_0p10_v04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_2of3_0p10_v04,184,64,32,24,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_3of4_stronger_v2_0p10_v04,192,64,32,32,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_5of6_stronger_v2_0p10_v04,192,64,32,32,64,False,4.0
R1_seed_202608232,0,1,marble_native_0p15_v04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,concrete_native_0p15_v04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_hardened_0p15_v04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,ice_native_0p15_v04,256,64,64,64,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_1of3_0p15_v04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_2of3_0p15_v04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_3of4_stronger_v2_0p15_v04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_5of6_stronger_v2_0p15_v04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,marble_native_0p20_v04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,concrete_native_0p20_v04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_hardened_0p20_v04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,ice_native_0p20_v04,256,64,64,64,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_1of3_0p20_v04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_2of3_0p20_v04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_3of4_stronger_v2_0p20_v04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,sand_solref_interpolation_5of6_stronger_v2_0p20_v04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p10_left_early_loading_native_strong_ice_v1,160,64,0,32,64,False,4.0
R1_seed_202608232,0,1,control_0p10_left_early_loading_native_strong_ice_v1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p10_left_early_loading_native_strong_ice_v2,160,64,0,32,64,False,4.0
R1_seed_202608232,0,2,control_0p10_left_early_loading_native_strong_ice_v2,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,control_0p10_left_mid_loading_early_stance_native_strong_ice_v1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p10_left_mid_loading_early_stance_native_strong_ice_v2,116,64,32,0,20,False,4.0
R1_seed_202608232,0,2,control_0p10_left_mid_loading_early_stance_native_strong_ice_v2,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p10_left_mid_late_stance_native_strong_ice_v1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,control_0p10_left_mid_late_stance_native_strong_ice_v1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p10_left_mid_late_stance_native_strong_ice_v2,160,64,32,0,64,False,4.0
R1_seed_202608232,0,2,control_0p10_left_mid_late_stance_native_strong_ice_v2,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p10_right_early_loading_native_strong_ice_v1,107,64,1,32,10,False,4.0
R1_seed_202608232,0,1,control_0p10_right_early_loading_native_strong_ice_v1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p10_right_early_loading_native_strong_ice_v2,156,64,0,28,64,False,4.0
R1_seed_202608232,0,2,control_0p10_right_early_loading_native_strong_ice_v2,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v1,108,64,32,0,12,False,4.0
R1_seed_202608232,0,1,control_0p10_right_mid_loading_early_stance_native_strong_ice_v1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p10_right_mid_loading_early_stance_native_strong_ice_v2,160,64,32,0,64,False,4.0
R1_seed_202608232,0,2,control_0p10_right_mid_loading_early_stance_native_strong_ice_v2,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p10_right_mid_late_stance_native_strong_ice_v1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,control_0p10_right_mid_late_stance_native_strong_ice_v1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,control_0p10_right_mid_late_stance_native_strong_ice_v2,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p15_left_early_loading_native_strong_ice_v1,191,64,31,32,64,False,4.0
R1_seed_202608232,0,1,control_0p15_left_early_loading_native_strong_ice_v1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,control_0p15_left_early_loading_native_strong_ice_v2,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,control_0p15_left_mid_loading_early_stance_native_strong_ice_v1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p15_left_mid_loading_early_stance_native_strong_ice_v2,150,64,32,32,22,False,4.0
R1_seed_202608232,0,2,control_0p15_left_mid_loading_early_stance_native_strong_ice_v2,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p15_left_mid_late_stance_native_strong_ice_v1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,control_0p15_left_mid_late_stance_native_strong_ice_v1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p15_left_mid_late_stance_native_strong_ice_v2,160,64,32,0,64,False,4.0
R1_seed_202608232,0,2,control_0p15_left_mid_late_stance_native_strong_ice_v2,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p15_right_early_loading_native_strong_ice_v1,119,64,0,11,44,False,4.0
R1_seed_202608232,0,1,control_0p15_right_early_loading_native_strong_ice_v1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p15_right_early_loading_native_strong_ice_v2,160,64,0,32,64,False,4.0
R1_seed_202608232,0,2,control_0p15_right_early_loading_native_strong_ice_v2,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v1,108,64,32,0,12,False,4.0
R1_seed_202608232,0,1,control_0p15_right_mid_loading_early_stance_native_strong_ice_v1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p15_right_mid_loading_early_stance_native_strong_ice_v2,171,64,32,11,64,False,4.0
R1_seed_202608232,0,2,control_0p15_right_mid_loading_early_stance_native_strong_ice_v2,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p15_right_mid_late_stance_native_strong_ice_v1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,control_0p15_right_mid_late_stance_native_strong_ice_v1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p15_right_mid_late_stance_native_strong_ice_v2,160,64,32,0,64,False,4.0
R1_seed_202608232,0,2,control_0p15_right_mid_late_stance_native_strong_ice_v2,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p20_left_early_loading_native_strong_ice_v1,192,64,32,32,64,False,4.0
R1_seed_202608232,0,1,control_0p20_left_early_loading_native_strong_ice_v1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,control_0p20_left_early_loading_native_strong_ice_v2,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,control_0p20_left_mid_loading_early_stance_native_strong_ice_v1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p20_left_mid_loading_early_stance_native_strong_ice_v2,160,64,32,0,64,False,4.0
R1_seed_202608232,0,2,control_0p20_left_mid_loading_early_stance_native_strong_ice_v2,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p20_left_mid_late_stance_native_strong_ice_v1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,control_0p20_left_mid_late_stance_native_strong_ice_v1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,control_0p20_left_mid_late_stance_native_strong_ice_v2,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p20_right_early_loading_native_strong_ice_v1,132,64,0,32,36,False,4.0
R1_seed_202608232,0,1,control_0p20_right_early_loading_native_strong_ice_v1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p20_right_early_loading_native_strong_ice_v2,160,64,0,32,64,False,4.0
R1_seed_202608232,0,2,control_0p20_right_early_loading_native_strong_ice_v2,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v1,116,64,32,0,20,False,4.0
R1_seed_202608232,0,1,control_0p20_right_mid_loading_early_stance_native_strong_ice_v1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p20_right_mid_loading_early_stance_native_strong_ice_v2,160,64,32,0,64,False,4.0
R1_seed_202608232,0,2,control_0p20_right_mid_loading_early_stance_native_strong_ice_v2,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p20_right_mid_late_stance_native_strong_ice_v1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,control_0p20_right_mid_late_stance_native_strong_ice_v1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p20_right_mid_late_stance_native_strong_ice_v2,160,64,32,0,64,False,4.0
R1_seed_202608232,0,2,control_0p20_right_mid_late_stance_native_strong_ice_v2,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p10_left_early_loading_v1_M1,173,64,32,13,64,False,4.0
R1_seed_202608232,0,1,control_0p10_left_early_loading_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,control_0p10_left_early_loading_v2_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p10_left_mid_loading_early_stance_v1_M1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,control_0p10_left_mid_loading_early_stance_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p10_left_mid_loading_early_stance_v2_M1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,2,control_0p10_left_mid_loading_early_stance_v2_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p10_left_mid_late_stance_v1_M1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,control_0p10_left_mid_late_stance_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,control_0p10_left_mid_late_stance_v2_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p10_right_early_loading_v1_M1,128,64,0,14,50,False,4.0
R1_seed_202608232,0,1,control_0p10_right_early_loading_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p10_right_early_loading_v2_M1,160,64,0,32,64,False,4.0
R1_seed_202608232,0,2,control_0p10_right_early_loading_v2_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p10_right_mid_loading_early_stance_v1_M1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,control_0p10_right_mid_loading_early_stance_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p10_right_mid_loading_early_stance_v2_M1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,2,control_0p10_right_mid_loading_early_stance_v2_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,control_0p10_right_mid_late_stance_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p10_right_mid_late_stance_v2_M1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,2,control_0p10_right_mid_late_stance_v2_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p15_left_early_loading_v1_M1,192,64,32,32,64,False,4.0
R1_seed_202608232,0,1,control_0p15_left_early_loading_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p15_left_early_loading_v2_M1,160,64,0,32,64,False,4.0
R1_seed_202608232,0,2,control_0p15_left_early_loading_v2_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p15_left_mid_loading_early_stance_v1_M1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,control_0p15_left_mid_loading_early_stance_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p15_left_mid_loading_early_stance_v2_M1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,2,control_0p15_left_mid_loading_early_stance_v2_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,control_0p15_left_mid_late_stance_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,control_0p15_left_mid_late_stance_v2_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,control_0p15_right_early_loading_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p15_right_early_loading_v2_M1,160,64,0,32,64,False,4.0
R1_seed_202608232,0,2,control_0p15_right_early_loading_v2_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p15_right_mid_loading_early_stance_v1_M1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,control_0p15_right_mid_loading_early_stance_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p15_right_mid_loading_early_stance_v2_M1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,2,control_0p15_right_mid_loading_early_stance_v2_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p15_right_mid_late_stance_v1_M1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,control_0p15_right_mid_late_stance_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,control_0p15_right_mid_late_stance_v2_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p20_left_early_loading_v1_M1,192,64,32,32,64,False,4.0
R1_seed_202608232,0,1,control_0p20_left_early_loading_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p20_left_early_loading_v2_M1,160,64,0,32,64,False,4.0
R1_seed_202608232,0,2,control_0p20_left_early_loading_v2_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p20_left_mid_loading_early_stance_v1_M1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,control_0p20_left_mid_loading_early_stance_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p20_left_mid_loading_early_stance_v2_M1,143,64,32,19,28,False,4.0
R1_seed_202608232,0,2,control_0p20_left_mid_loading_early_stance_v2_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,control_0p20_left_mid_late_stance_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p20_left_mid_late_stance_v2_M1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,2,control_0p20_left_mid_late_stance_v2_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p20_right_early_loading_v1_M1,145,64,0,17,64,False,4.0
R1_seed_202608232,0,1,control_0p20_right_early_loading_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p20_right_early_loading_v2_M1,160,64,0,32,64,False,4.0
R1_seed_202608232,0,2,control_0p20_right_early_loading_v2_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p20_right_mid_loading_early_stance_v1_M1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,control_0p20_right_mid_loading_early_stance_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p20_right_mid_loading_early_stance_v2_M1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,2,control_0p20_right_mid_loading_early_stance_v2_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,positive_0p20_right_mid_late_stance_v1_M1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,control_0p20_right_mid_late_stance_v1_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,positive_0p20_right_mid_late_stance_v2_M1,160,64,32,0,64,False,4.0
R1_seed_202608232,0,2,control_0p20_right_mid_late_stance_v2_M1,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,supplemental_positive_v8_l01,160,64,32,0,64,False,4.0
R1_seed_202608232,0,1,supplemental_control_v8_l01,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,supplemental_positive_v8_l02,160,64,32,0,64,False,4.0
R1_seed_202608232,0,2,supplemental_control_v8_l02,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,supplemental_control_v8_l04,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,supplemental_control_v8_l05,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,supplemental_control_v8_l07,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,supplemental_control_v8_l08,128,64,0,0,64,False,4.0
R1_seed_202608232,0,1,supplemental_control_v8_l10,128,64,0,0,64,False,4.0
R1_seed_202608232,0,2,supplemental_control_v8_l11,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,marble_native_0p10_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,concrete_native_0p10_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,sand_hardened_0p10_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,ice_native_0p10_v00,256,64,64,64,64,False,4.0
R1_seed_202608232,1,0,sand_solref_interpolation_1of3_0p10_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,sand_solref_interpolation_2of3_0p10_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,sand_solref_interpolation_3of4_stronger_v2_0p10_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,sand_solref_interpolation_5of6_stronger_v2_0p10_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,marble_native_0p15_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,concrete_native_0p15_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,sand_hardened_0p15_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,ice_native_0p15_v00,140,64,0,64,12,False,4.0
R1_seed_202608232,1,0,sand_solref_interpolation_1of3_0p15_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,sand_solref_interpolation_2of3_0p15_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,sand_solref_interpolation_3of4_stronger_v2_0p15_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,sand_solref_interpolation_5of6_stronger_v2_0p15_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,marble_native_0p20_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,concrete_native_0p20_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,sand_hardened_0p20_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,ice_native_0p20_v00,182,64,32,64,22,False,4.0
R1_seed_202608232,1,0,sand_solref_interpolation_1of3_0p20_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,sand_solref_interpolation_2of3_0p20_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,sand_solref_interpolation_3of4_stronger_v2_0p20_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,0,sand_solref_interpolation_5of6_stronger_v2_0p20_v00,128,64,0,0,64,False,4.0
R1_seed_202608232,1,2,marble_native_0p10_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,1,2,concrete_native_0p10_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,1,2,sand_hardened_0p10_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,1,2,ice_native_0p10_v02,175,64,64,47,0,False,4.0
R1_seed_202608232,1,2,sand_solref_interpolation_1of3_0p10_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,1,2,sand_solref_interpolation_2of3_0p10_v02,224,64,64,32,64,False,4.0
R1_seed_202608232,1,2,sand_solref_interpolation_3of4_stronger_v2_0p10_v02,192,64,32,32,64,False,4.0
R1_seed_202608232,1,2,sand_solref_interpolation_5of6_stronger_v2_0p10_v02,192,64,32,32,64,False,4.0
R1_seed_202608232,1,2,marble_native_0p15_v02,128,64,0,0,64,False,4.0
R1_seed_202608232,1,2,concrete_native_0p15_v02,128,64,0,0,64,False,4.0
